, Open, High, Low, Close, Volume
11/01/18, 22.5507, 23.1893, 22.315, 22.952, 120001974.719913
10/31/18, 22.1693, 22.80, 21.94, 22.488, 114365214.96793
10/30/18, 21.8927, 22.5267, 21.484, 21.9933, 136900553.976376
10/29/18, 22.498, 23.144, 21.7667, 22.3233, 217290455.43922
10/26/18, 20.55, 22.66, 20.4433, 22.06, 411382781.899157
10/25/18, 21.148, 21.40, 20.0673, 20.9907, 312610801.245125
10/24/18, 20.07, 20.296, 19.0487, 19.2333, 300873886.761549
10/23/18, 17.5913, 19.862, 17.4733, 19.6093, 285416267.441684
10/22/18, 17.3787, 17.4573, 16.8393, 17.3967, 84003896.3038285
10/19/18, 17.826, 17.9773, 16.90, 17.3333, 140633228.812138
10/18/18, 17.9527, 18.0667, 17.5333, 17.594, 81317756.4220187
10/17/18, 18.8267, 18.8467, 17.7202, 18.1187, 129833124.287342
10/16/18, 17.7133, 18.4917, 17.4827, 18.4393, 142895993.712576
10/15/18, 17.2707, 17.552, 16.9691, 17.306, 92999470.9080232
10/12/18, 17.40, 17.466, 16.8007, 17.252, 108021055.247074
10/11/18, 17.1687, 17.4833, 16.602, 16.8153, 122516064.609293
10/10/18, 17.6407, 17.7007, 16.518, 17.1253, 192229191.541915
10/09/18, 17.0167, 17.7847, 16.8867, 17.52, 180908542.040024
10/08/18, 17.6347, 17.8507, 16.60, 16.704, 202089741.108051
10/05/18, 18.31, 18.3253, 17.3333, 17.4633, 269168043.156606
10/04/18, 19.5967, 19.60, 18.5113, 18.7887, 147213173.52262
10/03/18, 20.222, 20.3067, 19.438, 19.6533, 119924814.723308
10/02/18, 20.93, 21.1227, 19.9433, 20.068, 176152642.249284
10/01/18, 20.3847, 20.7627, 20.07, 20.7133, 326663985.626784
09/28/18, 18.0173, 18.5333, 17.3703, 17.6513, 504745297.791207
09/27/18, 20.86, 20.9973, 20.4607, 20.5013, 127636254.384005
09/26/18, 20.1273, 20.926, 20.074, 20.6387, 117648234.823478
09/25/18, 20.00, 20.3067, 19.7667, 20.066, 67225932.042059
09/24/18, 19.8987, 20.20, 19.572, 19.9787, 72644411.8036458
09/21/18, 19.8467, 20.0387, 19.6913, 19.94, 75757166.6666846
09/20/18, 20.2373, 20.3987, 19.5553, 19.8887, 110241310.149382
09/19/18, 18.7007, 20.00, 18.70, 19.9347, 124423749.525355
09/18/18, 19.7793, 20.176, 18.3667, 18.9973, 248212789.078637
09/17/18, 19.336, 20.058, 19.2087, 19.656, 103313650.454199
09/14/18, 19.2507, 19.8217, 19.1013, 19.68, 101484175.534696
09/13/18, 19.2013, 19.6667, 19.012, 19.2973, 95105035.8153784
09/12/18, 18.7627, 19.50, 18.5764, 19.3693, 150231443.389816
09/11/18, 18.6313, 18.80, 18.2367, 18.6293, 137549828.947807
09/10/18, 18.2173, 19.0687, 18.0667, 19.0333, 214252940.572871
09/07/18, 17.34, 17.89, 16.817, 17.5493, 337378965.155325
09/06/18, 18.9867, 19.4113, 18.592, 18.73, 112211395.062699
09/05/18, 19.0033, 19.1187, 18.4787, 18.716, 115812309.904258
09/04/18, 19.796, 19.8793, 19.20, 19.2633, 125257029.488691
08/31/18, 20.1333, 20.3539, 19.9067, 20.1107, 80626556.4524315
08/30/18, 20.1507, 20.3067, 19.848, 20.21, 108250585.236974
08/29/18, 20.6847, 20.79, 20.246, 20.334, 111710875.084721
08/28/18, 21.2273, 21.2587, 20.746, 20.7907, 114736359.9516
08/27/18, 21.20, 21.4957, 20.5873, 21.2847, 196189341.367669
08/24/18, 21.38, 21.59, 21.2933, 21.5213, 54038457.6223078
08/23/18, 21.276, 21.8213, 21.2067, 21.34, 77209286.6027914
08/22/18, 21.3913, 21.592, 20.978, 21.4427, 89189321.0756698
08/21/18, 20.7073, 21.6527, 20.60, 21.46, 197583441.306328
08/20/18, 19.4469, 20.5667, 19.2133, 20.5627, 261035088.514456
08/17/18, 21.5667, 21.7847, 20.2353, 20.3667, 284379122.487318
08/16/18, 22.6607, 22.8187, 22.2547, 22.3633, 90960490.9977384
08/15/18, 22.7937, 22.966, 22.1427, 22.5793, 136518863.99317
08/14/18, 23.8967, 23.9466, 23.14, 23.176, 104796415.388958
08/13/18, 24.0753, 24.2127, 23.268, 23.7607, 156958193.093839
08/10/18, 23.60, 24.00, 23.0667, 23.6993, 173280592.375654
08/09/18, 24.37, 24.4673, 23.0487, 23.4967, 257757153.658685
08/08/18, 24.606, 25.5093, 24.4747, 24.6893, 368567383.783035
08/07/18, 22.9227, 25.8307, 22.61, 25.3047, 463136544.621992
08/06/18, 23.0307, 23.6653, 22.788, 22.7993, 128464974.347541
08/03/18, 23.1873, 23.6667, 22.8353, 23.2113, 204847340.986717
08/02/18, 21.896, 23.3327, 21.544, 23.3027, 348224399.678126
08/01/18, 19.866, 20.20, 19.5333, 20.056, 151941443.314576
07/31/18, 19.4833, 19.888, 19.2713, 19.876, 76153736.6492356
07/30/18, 19.7267, 19.74, 19.0753, 19.3447, 102211075.502713
07/27/18, 20.4833, 20.5129, 19.6894, 19.812, 85549886.235805
07/26/18, 20.3233, 20.7133, 20.2427, 20.4433, 69457826.9438556
07/25/18, 19.7827, 20.6413, 19.6335, 20.5827, 106412695.317841
07/24/18, 20.2947, 20.5145, 19.503, 19.8287, 143861753.670083
07/23/18, 20.1227, 20.3667, 19.524, 20.2133, 164894242.744653
07/20/18, 21.4153, 21.5493, 20.7806, 20.9053, 77498201.5900791
07/19/18, 21.0887, 21.5693, 20.934, 21.3487, 88730171.0958724
07/18/18, 21.6667, 21.70, 21.0833, 21.59, 84363161.2880209
07/17/18, 20.5873, 21.6493, 20.5667, 21.5127, 104943475.382487
07/16/18, 20.7807, 21.0107, 20.4167, 20.6733, 117279819.839688
07/13/18, 21.0387, 21.3057, 20.6167, 21.258, 88136546.1219919
07/12/18, 21.4287, 21.5487, 20.8513, 21.114, 85817486.2240306
07/11/18, 21.0533, 21.4627, 21.0047, 21.264, 73261136.7765099
07/10/18, 21.6373, 21.8451, 21.28, 21.498, 142072463.748812
07/09/18, 20.7993, 21.2347, 20.5333, 21.234, 113951289.986143
07/06/18, 20.3303, 20.8047, 20.1333, 20.5933, 132981774.148802
07/05/18, 20.9173, 20.9593, 19.748, 20.6107, 262145523.465597
07/03/18, 22.1167, 22.166, 20.646, 20.724, 184239591.893458
07/02/18, 24.0047, 24.3187, 21.99, 22.338, 281396537.618552
06/29/18, 23.5553, 23.5907, 22.8273, 22.8633, 97385935.7150188
06/28/18, 23.244, 23.8013, 23.074, 23.3287, 125970069.457317
06/27/18, 23.00, 23.386, 22.6333, 22.9667, 125005914.49974
06/26/18, 22.4036, 22.9033, 21.7199, 22.80, 111787300.081359
06/25/18, 22.008, 22.5647, 21.8333, 22.2007, 103969555.42534
06/22/18, 23.436, 23.4833, 22.1333, 22.242, 153990893.224401
06/21/18, 24.1333, 24.4143, 23.0847, 23.1673, 119507169.741684
06/20/18, 23.8693, 24.292, 23.4667, 24.148, 125754834.466787
06/19/18, 24.344, 24.6667, 23.0833, 23.5033, 191428491.577146
06/18/18, 23.6933, 24.9153, 23.6333, 24.722, 181098442.031668
06/15/18, 23.5893, 24.3113, 23.4167, 23.878, 162723742.840155
06/14/18, 23.1753, 23.9167, 23.1067, 23.848, 164715292.752527
06/13/18, 23.1137, 23.1467, 22.6533, 22.9853, 142047053.74993
06/12/18, 22.98, 23.6647, 22.5333, 22.8513, 335210985.250716
06/11/18, 21.5007, 22.3107, 21.50, 22.14, 197752041.29891
06/08/18, 21.2667, 21.632, 21.1433, 21.1773, 123078024.584567
06/07/18, 21.0767, 22.00, 20.9053, 21.0727, 215179055.532121
06/06/18, 20.0333, 21.478, 19.832, 21.30, 281509052.613602
06/05/18, 19.8467, 19.8533, 19.116, 19.4087, 89927351.0431965
06/04/18, 19.6227, 19.9333, 19.5699, 19.7827, 71967146.8334455
06/01/18, 19.0573, 19.4633, 18.9226, 19.4547, 81365786.4199054
05/31/18, 19.1473, 19.358, 18.862, 18.982, 88795811.0929843
05/30/18, 18.886, 19.667, 18.7733, 19.448, 112345285.056807
05/29/18, 18.5673, 19.10, 18.41, 18.9173, 84999596.2600177
05/25/18, 18.5083, 18.6427, 18.374, 18.59, 58126227.442446
05/24/18, 18.56, 18.7407, 18.326, 18.5233, 62650617.2433728
05/23/18, 18.5173, 18.6607, 18.2667, 18.6047, 89775791.0498652
05/22/18, 19.1841, 19.20, 18.2281, 18.334, 134186334.095801
05/21/18, 18.7553, 19.4327, 18.7533, 18.966, 137738558.939503
05/18/18, 18.9767, 18.9767, 18.2667, 18.4547, 108778315.213754
05/17/18, 19.06, 19.2792, 18.9313, 18.9693, 66309177.0823962
05/16/18, 18.922, 19.254, 18.7707, 19.0987, 85110281.2551476
05/15/18, 19.0007, 19.1307, 18.70, 18.9453, 142786613.717389
05/14/18, 20.2213, 20.3293, 19.4413, 19.4647, 109302055.19071
05/11/18, 20.5133, 20.592, 19.9387, 20.0707, 70194731.9114318
05/10/18, 20.50, 20.866, 20.2741, 20.3347, 84773411.2699699
05/09/18, 20.0273, 20.4673, 20.0033, 20.4567, 85910471.2199392
05/08/18, 20.053, 20.5167, 19.9333, 20.1313, 88949996.0862001
05/07/18, 19.8333, 20.3973, 19.678, 20.1847, 130173354.272372
05/04/18, 18.8667, 19.7907, 18.6347, 19.606, 128540304.344227
05/03/18, 18.586, 19.2027, 18.3487, 18.9633, 260281953.547594
05/02/18, 19.9047, 20.4567, 19.8523, 20.0767, 134555544.079556
05/01/18, 19.5673, 20.0547, 19.548, 19.9947, 69384041.9471021
04/30/18, 19.574, 19.9153, 19.50, 19.5933, 63422577.2094066
04/27/18, 19.0247, 19.6313, 18.922, 19.605, 65469387.1193469
04/26/18, 18.5833, 19.0527, 18.4333, 19.032, 65340192.1250315
04/25/18, 18.90, 19.0107, 18.4833, 18.7127, 60203607.3510412
04/24/18, 19.00, 19.1393, 18.564, 18.8973, 85279616.2476968
04/23/18, 19.4193, 19.4413, 18.822, 18.8913, 73400666.7703706
04/20/18, 19.678, 19.9987, 19.3167, 19.3493, 84418916.2855676
04/19/18, 19.4053, 20.0673, 19.2367, 20.0053, 91358980.9802048
04/18/18, 19.4053, 20.016, 19.2107, 19.5567, 98365495.6719181
04/17/18, 19.258, 19.478, 18.834, 19.1793, 105000340.379985
04/16/18, 19.9333, 19.9773, 19.2673, 19.414, 95077315.8165981
04/13/18, 20.24, 20.2633, 19.732, 20.0227, 109908355.164032
04/12/18, 20.1547, 20.2633, 19.5787, 19.6053, 114131529.978213
04/11/18, 20.0493, 20.5987, 19.9773, 20.062, 112244170.061256
04/10/18, 19.9313, 20.4733, 19.5787, 20.3133, 165363892.723989
04/09/18, 20.0247, 20.6333, 19.2807, 19.3107, 153747143.235126
04/06/18, 20.0667, 20.6187, 19.70, 19.9533, 202804341.076609
04/05/18, 19.2893, 20.4173, 19.2133, 20.3813, 286816487.380074
04/04/18, 16.852, 19.2247, 16.80, 19.1293, 298451236.868145
04/03/18, 17.988, 18.2233, 16.966, 17.8353, 282665672.56271
04/02/18, 17.084, 17.3555, 16.306, 16.832, 241709539.36478
03/29/18, 17.0993, 18.064, 16.5473, 17.742, 227561254.987305
03/28/18, 17.6387, 17.912, 16.8067, 17.1853, 315021571.139051
03/27/18, 20.2667, 20.2847, 18.4787, 18.612, 208080455.84446
03/26/18, 20.4893, 20.506, 19.424, 20.2787, 125627634.472384
03/23/18, 20.75, 20.774, 20.03, 20.1027, 99823480.6077668
03/22/18, 20.926, 21.2547, 20.5453, 20.6067, 74096561.7397512
03/21/18, 20.6833, 21.496, 20.6793, 21.102, 89376161.0674489
03/20/18, 20.9913, 21.0833, 20.584, 20.7033, 71464391.8555667
03/19/18, 21.10, 21.3833, 20.6447, 20.904, 112264390.060367
